stock,time,prices,shares
CBR,09:36:49.33,4.18,27
GAME,09:37:31.60,4.56,500
TDE,09:30:00.93,22.73,500
CBT,09:36:31.65,51.1,100
CBS,09:38:12.40,63.42,100
TDG,09:38:02.65,160.525,200
TGRO,09:38:01.80,1.34,6000
TDF,09:34:43.80,25.8496,800
CBU,09:37:23.23,39.26,39
TDI,09:30:03.15,22.75,2
UNCFF,09:30:10.00,7.45,1580
TDH,09:30:00.60,26.02,91
CBZ,09:37:01.85,9.04,100
RALY,09:37:56.63,19.2975,100
GAMN,09:30:14.40,0.0141,250
TDJ,09:36:32.50,23.1,97
GGRGF,09:33:04.80,28.2,5
HURC,09:38:09.60,24.98,4
GAMR,09:30:14.40,0.24,400
SDOW,09:38:09.73,29.83,300
TDN,09:30:00.95,27.0,8
CCA,09:30:00.13,9.95,316
GRMC,09:30:13.80,0.0577,2500
CCC,09:36:39.78,20.47,100
TDS,09:37:49.05,25.57,25
BTAL,09:30:10.00,19.0,237
CCE,09:38:11.75,43.76,100
CCG,09:37:47.75,9.3,100
TDW,09:37:36.10,58.9499,20
CCF,09:37:20.53,35.81,4
TDV,09:30:00.60,27.74,37
TDY,09:37:30.08,91.15,92
CCI,09:38:11.50,72.83,100
DIDG,09:35:18.20,0.055,9847
CCH,09:36:32.58,29.02,36
CCK,09:38:03.63,44.38,60
CCJ,09:38:06.58,20.66,2
CCM,09:35:09.25,5.48,222
GRMN,09:38:11.68,45.3,100
CCL,09:38:11.60,39.84,100
CCO,09:35:38.90,10.11,500
NWBO,09:38:02.03,3.887,150
GALE,09:37:59.25,4.924,300
CFBK,09:30:46.30,1.37,300
CCU,09:38:10.78,23.94,100
NWBI,09:37:06.95,14.62,100
TEF,09:38:01.03,15.89,500
CCV,09:35:16.78,20.66,100
TEG,09:37:07.15,54.2,100
ELGX,09:37:55.45,17.13,100
TEI,09:37:53.03,13.57,200
CCX,09:36:36.85,19.82,100
TEL,09:38:13.08,54.69,133
TEN,09:36:27.78,55.81,200
TEP,09:32:02.60,26.0,100
CWCO,09:36:49.45,14.16,5
TEO,09:38:00.63,16.69,100
GDFZY,09:36:15.60,23.04,800
TER,09:38:02.13,17.44,100
GRPH,09:31:10.00,0.023,64
RAND,09:32:41.30,3.1899,9
CDE,09:38:12.78,11.03,100
TEU,09:37:36.55,3.2599,100
IVPAF,09:36:32.60,1.82,1000
DLAKY,09:37:32.00,20.79,5363
TEX,09:38:13.08,41.71,12
DIGI,09:30:00.60,0.0014,9840
CWEI,09:37:25.38,80.5,300
GRPN,09:38:11.63,11.9276,500
CDI,09:37:12.30,18.43,8
CDR,09:36:51.60,6.21,2
TGTX,09:36:49.63,3.92,8
PUTKY,09:31:54.20,31.71,64
MTBR,09:33:18.80,0.0014,14300
TFI,09:36:14.73,22.59,100
CDW,09:31:21.25,23.31,100
SUSP,09:30:00.88,33.0,100
TFM,09:37:53.70,40.52,20
CEA,09:31:57.03,19.4,100
CEC,09:36:27.90,44.08,10
FOLD,09:37:53.13,2.37,100
CEB,09:37:44.48,76.91,23
CEE,09:35:36.50,30.5,27
CEF,09:38:02.55,13.5325,100
NFBK,09:36:48.65,13.27,23
TXTR,09:37:24.30,29.93,19
TFX,09:38:00.58,93.08,11
IPL.PR.D,09:36:31.38,20.94,72
GRPEF,09:33:42.80,2.0,1000
CEM,09:31:42.98,27.04,100
CEL,09:37:46.60,13.6,7
HURN,09:36:48.55,62.48,8
CEO,09:38:06.48,184.5,1
CEN,09:31:00.55,18.23,100
IGTE,09:38:04.25,39.72,100
BCAR,09:31:42.60,0.75,930
TGB,09:37:48.08,2.145,100
CEP,09:31:13.25,2.31,100
TGA,09:36:57.18,8.25,300
IXUS,09:37:50.63,56.9699,12
BCAP,09:33:19.00,3.0E-4,1000000
SURG,09:30:00.60,3.62,1254
TGD,09:38:10.93,1.13,200
TGC,09:32:08.25,0.39,91
GROW,09:30:11.83,2.4501,1
CET,09:37:57.40,21.6502,1000
TGE,09:36:49.50,7.29,9
TGH,09:38:01.65,39.7704,742
CEW,09:34:10.85,19.96,7
CEV,09:33:39.45,11.26,100
FPAFY,09:31:55.20,5.59,600
GANK,09:36:21.20,0.5,2500
TGI,09:37:37.75,75.95,8
HUSA,09:35:32.28,0.2516,2
TGP,09:37:50.80,42.31,100
RYCEY,09:35:56.40,104.879,344
HUSE,09:32:40.25,35.0,100
TGR,09:30:08.08,32.91,578
VALE.P,09:38:12.88,13.51,200
TGT,09:38:09.90,63.84,100
CFD,09:34:56.53,15.1,903
TGS,09:32:01.88,2.25,440
ELLI,09:37:57.68,27.01,200
EPGNF,09:30:34.20,8.58,11655
CWGL,09:32:16.40,8.72,37
CFI,09:38:06.60,20.45,100
SUTR,09:37:57.25,1.83,200
SPCHA,09:30:00.65,1.08,10
DIIBF,09:32:09.60,38.13,35
CFN,09:38:00.53,39.79,51
CFP,09:37:45.70,5.1401,1350
CFR,09:38:11.68,73.79,100
THC,09:38:12.60,41.73,99
BCBP,09:30:00.25,13.2,550
CFT,09:37:55.40,106.89,7
THD,09:38:10.18,62.9,500
MTDR,09:38:07.25,18.45,100
RRRI,09:30:02.40,0.31,25
THG,09:37:53.68,59.47,40
CFX,09:36:57.80,62.909,29
THI,09:37:57.50,58.27,6
THM,09:38:06.55,0.4,100
THO,09:38:12.88,54.72,100
OIIM,09:30:00.38,2.83,800
CGA,09:36:25.95,3.62,600
ELMD,09:38:10.53,2.94,100
THS,09:37:58.83,68.69,82
THR,09:37:18.83,27.14,196
FONE,09:30:00.23,33.16,1
CGG,09:30:10.73,16.74,150
HDRX,09:31:33.60,0.0021,900
CWHO,09:36:16.93,18.85,100
CGI,09:37:25.23,19.55,100
CWHN,09:30:00.18,20.82,408
SUSS,09:37:46.33,64.98,100
SUSQ,09:38:01.15,12.8,100
CGO,09:37:34.45,14.08,100
NWFL,09:30:00.68,27.02,15
FONR,09:38:07.50,21.05,400
SDRL,09:38:11.60,40.52,100
SUTI,09:30:11.60,1.0E-4,2500000
TIF,09:38:08.03,93.01,100
NFEC,09:30:00.58,1.64,413
CGW,09:32:06.73,27.376,410
SETHF,09:30:01.80,0.0352,600
MCBC,09:37:53.98,5.03,13
CFFN,09:36:27.05,12.04,100
CGX,09:37:25.43,67.245,100
HDSN,09:38:09.95,3.65,200
MTCN,09:36:56.63,25.58,16
TIK,09:33:45.33,5.69,100
BCCI,09:30:26.60,0.024,8918
CFFI,09:37:35.30,44.154,100
MCBI,09:36:49.45,15.16,5
TIP,09:37:45.35,109.97,1
NILSY,09:35:06.00,16.49,102
CHA,09:35:42.75,49.74,59
ZIGO,09:37:54.13,14.85,9
CHD,09:38:05.95,66.05,62
CHC,09:30:00.48,2.7,136
TIS,09:36:49.33,32.8,4
CHE,09:38:09.80,75.88,82
GST.PR.B,09:37:34.03,25.65,400
CHH,09:38:10.18,48.79,100
ELNK,09:37:33.60,5.13,2
CHI,09:38:03.00,13.16,100
PLMT,09:36:49.65,13.26,2
CHL,09:37:53.48,51.68,100
XTEX,09:35:40.15,27.51,100
GST.PR.A,09:35:51.25,23.95,200
CHK,09:38:07.98,26.89,100
RRST,09:30:00.23,8.4,29
CHN,09:37:14.43,21.05,100
SPG.PR.J,09:30:00.88,60.42,272
CDPYF,09:30:08.20,20.0613,200
GASE,09:32:07.20,0.5,1000
CHT,09:36:32.60,30.83,1
CHS,09:38:14.03,19.59,160
CWID,09:33:12.40,80.0,40
CHU,09:37:40.68,14.99,30
GASL,09:38:04.93,32.57,100
CHW,09:38:02.45,8.93,57
CHY,09:38:02.90,12.9,50
HE.PR.U,09:30:01.35,25.16,1
PLND,09:38:12.05,22.64,400
RRTS,09:36:49.20,26.98,8
FORD,09:36:23.55,1.74,400
CIA,09:37:42.70,8.76,24
FORC,09:30:14.40,0.065,200
ARDNA,09:38:11.15,126.5,1
BAMXF,09:30:10.80,115.35,26
CIB,09:35:12.90,48.93,300
CIE,09:38:09.70,16.24,100
GASX,09:37:20.20,26.38,100
SUWN,09:36:18.20,0.09,25000
CIG,09:38:09.15,7.65,300
CIF,09:36:56.80,2.9,100
CII,09:38:13.88,13.595,100
TJX,09:38:13.38,64.075,100
CIK,09:37:29.10,3.55,200
CIM,09:38:08.15,3.13,500
TKOMY,09:37:13.00,33.27,270
IXYS,09:37:12.25,12.78,13
TEU.PR.C,09:30:00.90,23.44,148
CIS,09:36:30.23,1.99,100
CIR,09:38:08.40,80.42,100
TKC,09:38:04.85,12.69,100
GRST,09:34:05.80,0.305,4500
CIU,09:37:42.43,107.94,100
TKF,09:36:58.18,14.33,500
CIT,09:38:08.13,51.84,100
BAMXY,09:37:47.60,38.33,200
CIX,09:36:49.65,14.16,1
CRZBY,09:38:03.20,15.93,600
IGXT,09:33:38.80,0.565,130
BCEI,09:37:36.78,42.47,41
GARS,09:36:49.60,14.04,3
TKR,09:37:54.00,55.11,40
MTEX,09:30:00.28,17.08,300
EBODF,09:33:28.80,6.5,32
PLOW,09:37:21.73,16.82,12
FOSL,09:38:12.03,119.4225,100
RATE,09:37:40.18,17.58,100
OILT,09:30:04.15,61.74,10
PLPC,09:36:49.50,73.96,1
OILZ,09:35:16.18,25.43,6
TLF,09:37:04.05,9.85,400
GRVY,09:32:27.38,0.91,1000
TLI,09:30:00.90,12.16,3541
RYCEF,09:36:55.40,20.93,2000
TLH,09:30:00.63,120.98,907
TLK,09:37:26.30,35.65,100
PLPE,09:37:00.20,0.14,26917
TLM,09:38:04.65,11.55,100
TLL,09:37:16.55,16.59,275
MCGC,09:37:51.33,4.36,100
TLO,09:36:22.45,59.85,100
TLP,09:36:38.58,42.36,100
TLR,09:31:01.58,0.1656,1
PLPM,09:36:49.50,2.79,24
TLT,09:38:02.10,101.75,300
GASZ,09:33:43.28,27.11,7500
CKH,09:36:50.63,90.99,11
MTGE,09:38:06.55,17.4343,150
MCET,09:30:12.60,4.0E-4,110
MCEP,09:30:37.80,22.85,1
PLNR,09:34:00.73,2.55,200
FORM,09:36:21.80,5.91,100
ELON,09:34:06.15,2.2,200
FORR,09:37:21.00,38.57,7
CKP,09:38:00.53,15.45,100
ELOS,09:37:43.28,12.21,100
TMF,09:30:00.63,43.42,400
MCQPF,09:30:01.60,3.36,1
TMH,09:37:53.10,45.27,100
TMK,09:37:51.08,77.77,100
ANZFF,09:30:21.40,1.38,75
LQDT,09:37:16.95,22.33,100
TMP,09:37:34.38,51.14,8
TMO,09:38:13.23,110.9453,500
CLB,09:37:44.45,189.7,27
CLD,09:35:52.83,17.99,100
CLC,09:38:11.85,63.75,75
CLF,09:38:12.50,25.92,200
TMV,09:37:07.28,73.02,170
CLH,09:38:13.93,59.36,100
LVNSF,09:30:02.60,0.238,90
CLI,09:38:01.03,21.17,1
RAVN,09:37:29.33,41.06,78
MCHX,09:37:30.13,8.71,111
SDYL,09:36:31.88,45.15,100
RAVI,09:30:00.18,75.4,200
CLM,09:37:16.58,6.58,893
TNA,09:38:13.08,75.5922,200
FOUR,09:30:08.83,0.69,5000
TNC,09:36:48.50,67.61,9
CLR,09:38:05.15,109.9,100
CLS,09:37:05.78,10.32,100
KNDI,09:38:13.85,12.0563,300
CLV,09:36:01.60,22.8,1
CLX,09:38:14.03,91.95,100
ZINC,09:36:50.50,16.1,100
CLW,09:36:48.50,52.27,11
TNH,09:36:50.08,142.15,3
MCIG,09:38:13.20,0.1059,350
TNK,09:38:00.13,3.81,100
CLY,09:31:07.00,55.31,1
CMA,09:38:09.70,47.09,101
TNP,09:37:50.98,5.92,82
CMC,09:38:11.50,20.17,100
ELSE,09:30:00.45,4.03,200
CME,09:38:03.80,78.24,100
LUKOY,09:37:51.40,62.55,49
CMD,09:30:01.20,60.16,100
XCHO,09:30:05.40,0.0014,2500
BFLBY,09:30:11.00,22.71,1757
CMG,09:37:10.20,530.22,1
VNDA,09:37:34.90,12.318,100
CMF,09:32:09.93,109.42,2
CMI,09:38:12.05,140.48,100
CMK,09:33:10.75,8.08,103
NWLI,09:36:49.20,223.38,1
CMO,09:37:52.78,12.07,96
CMN,09:38:00.58,33.63,11
LVNTA,09:36:12.38,121.6,100
CMP,09:37:53.28,80.13,100
CMS,09:37:50.93,26.65,1
CMU,09:38:07.63,4.18,100
TOF,09:30:00.90,3.42,100
CMT,09:30:03.83,13.57,300
OZON,09:30:21.80,0.0015,1000
TOL,09:38:12.48,36.5,100
TOK,09:35:18.43,52.98,100
VNCE,09:38:06.73,30.42,54
MCHI,09:38:06.55,47.3801,200
NONOF,09:30:14.20,37.95,6
TOO,09:36:01.33,33.07,41
CNA,09:37:23.23,42.55,128
ELRC,09:36:49.30,18.28,9
TOT,09:38:12.90,60.04,750
CNC,09:37:31.93,58.7,100
MCHP,09:38:06.00,44.24,100
DIOD,09:37:18.75,23.24,100
CNI,09:38:06.15,56.85,100
CNL,09:37:54.58,46.34,34
CNK,09:36:13.30,33.27,8
OZRK,09:38:04.08,56.15,83
MTLK,09:30:15.00,1.07,1925
ELTP,09:36:12.80,0.123,10000
CNP,09:38:06.13,23.01,100
CNO,09:38:06.10,17.51,100
CNR,09:30:00.18,0.9,500
TPC,09:36:52.15,25.84,100
CNQ,09:38:12.85,33.38,100
CFNB,09:30:00.65,15.08,5
FNB.PR.E,09:30:01.40,25.74,25
BCS.PR,09:35:50.90,23.96,1
CNS,09:37:24.03,39.6,20
CNX,09:38:13.40,37.9683,200
TPI,09:30:18.93,0.8,1000
CNW,09:38:12.00,39.34,12
TPH,09:37:40.53,19.69,100
VNET,09:37:50.05,23.1626,44
CNY,09:36:36.00,43.0001,45
PLTM,09:30:00.65,12.35,1
TPL,09:33:00.40,99.08,100
AGUNF,09:30:12.20,0.209,12000
FOXA,09:38:13.53,35.4952,200
FOXF,09:36:49.43,17.68,5
TPS,09:30:00.65,30.11,100
COB,09:36:49.48,12.9,5
COG,09:38:12.40,38.56,100
COF,09:38:12.33,77.04,49
ZIPR,09:30:00.23,5.61,38
XTLB,09:30:00.38,2.9,366
ANZBY,09:37:40.40,28.51,430
DIRI,09:37:45.40,1.26,500
COH,09:38:10.53,56.43,200
TPX,09:37:30.63,53.5,100
TPZ,09:30:36.78,25.75,105
NFLX,09:38:13.40,366.14,89
GRYO,09:31:47.00,0.0017,900
COL,09:38:04.80,73.47,97
BCLI,09:36:21.20,0.1808,200
COO,09:37:53.53,123.65,20
ZION,09:38:14.05,29.805,100
COP,09:38:13.35,70.21,100
UGNEQ,09:30:12.60,3.0E-4,3700
COR,09:37:29.25,32.4,20
LBTYA,09:38:00.93,88.45,2
ELST,09:37:30.20,0.376,15000
COT,09:37:05.63,8.01,100
LBTYB,09:37:15.18,88.28,100
COW,09:35:43.25,27.168,100
COV,09:38:08.48,67.89,100
NBHGY,09:32:51.40,7.73,100
PLSB,09:31:28.80,0.41,71
CPB,09:38:04.00,42.97,100
CPA,09:37:52.50,159.0,100
CPF,09:37:57.45,20.06,17
CPE,09:38:11.80,6.33,50
GRZG,09:30:00.40,0.09,6300
ZIOP,09:38:04.03,4.2703,2500
CPL,09:37:43.58,15.73,100
LBTYK,09:38:11.23,83.765,2
ELTK,09:30:37.30,2.36,100
CFNL,09:38:05.88,17.92,100
CJREF,09:30:03.80,24.25,344
CPK,09:38:07.30,59.81,100
CPN,09:38:06.05,19.35,100
TRC,09:37:33.95,36.6,8
CPT,09:38:01.53,57.4,100
MAKSY,09:30:38.40,14.12,500
TRF,09:30:00.93,15.25,1050
TRI,09:38:11.90,37.705,100
TRK,09:37:45.53,19.89,6
JMPLY,09:33:46.20,107.87,95
TRN,09:38:13.78,54.44,100
TRQ,09:38:08.85,3.25,100
TRP,09:38:12.55,45.59,100
TRS,09:36:11.75,39.6,100
CQB,09:38:08.73,11.6,100
GQMNF,09:33:18.00,0.8,200
TRR,09:37:55.68,7.09,9
TRW,09:37:58.23,73.93,89
DPMLF,09:32:09.00,2.93,100
TRV,09:38:09.70,90.51,100
TRX,09:35:01.08,1.81,100
CQH,09:37:06.98,18.8,100
TBDYF,09:35:37.20,0.07,333
CQP,09:36:27.00,28.72,100
TSC,09:36:49.65,11.98,2
TSH,09:30:00.95,49.66,100
PLUG,09:38:13.08,2.0,100
TSI,09:31:45.33,5.33,2000
TSL,09:38:07.88,13.54,100
TSN,09:38:02.13,33.3,32
TSM,09:38:13.18,17.275,500
TSO,09:38:12.90,57.4001,100
TST,09:30:00.70,2.25,62
NWPX,09:37:11.05,38.12,5
TSS,09:38:12.25,33.02,200
CRF,09:35:43.58,6.0799,200
SPCHB,09:30:00.18,1.26,34
TSU,09:37:46.28,25.53,100
CRH,09:37:25.63,25.52,100
DISH,09:37:57.73,57.72,100
CRI,09:37:53.83,72.01,20
CRL,09:37:21.98,52.5,100
CRK,09:38:12.50,17.72,100
PLUS,09:36:49.55,56.87,1
CRM,09:38:12.50,54.89,100
BCOM,09:30:13.18,17.0,100
TCB.PR.B,09:36:32.80,24.69,95
TTC,09:37:52.80,62.89,100
CRR,09:37:21.90,116.11,8300
CRT,09:30:00.20,29.48,101
CRS,09:37:14.33,62.0,300
CRV,09:32:52.85,3.12,286
TTF,09:37:40.93,17.02,83
TTI,09:36:34.80,12.21,300
MGMCF,09:30:45.00,0.1605,26000
CWST,09:37:04.03,5.8,21
SVBL,09:35:09.78,0.3488,700
CRY,09:36:49.33,11.21,10
TTM,09:38:05.45,29.96,200
SVBI,09:30:00.25,4.73,100
LQMT,09:33:17.80,0.167,1600
TTP,09:30:08.60,28.36,2387
CSC,09:37:56.80,55.8,1
PLXS,09:37:20.58,43.14,13
TTS,09:38:00.58,18.0701,15
SEAC,09:37:07.03,12.11,32
CSE,09:37:35.03,14.27,100
TTT,09:35:48.43,95.02,16
CSD,09:38:06.45,44.73,100
CSG,09:38:08.15,7.64,100
CSI,09:35:26.45,18.33,100
CSH,09:36:48.65,38.095,11
MCOX,09:30:00.40,3.59,19
CSJ,09:38:08.00,105.414,100
CSM,09:34:23.65,87.81,9
PLXT,09:38:04.03,6.5,200
CSL,09:37:48.75,79.06,100
CSQ,09:37:58.63,10.9,100
AABVF,09:31:04.60,0.1021,3525
CSP,09:37:05.08,6.5,100
CSS,09:36:49.33,28.9,4
TUC,09:36:49.35,21.28,5
LVNVF,09:30:12.00,0.249,1000
CSU,09:36:48.63,23.73,15
CST,09:38:12.80,36.341,11
CSV,09:37:31.75,19.528,200
CSX,09:38:12.68,28.5828,1000
BCPC,09:37:50.95,58.335,100
CWTR,09:36:42.40,0.7373,1
MTOR,09:37:57.55,10.26,100
TUP,09:37:50.70,94.1,100
TUR,09:38:13.60,45.76,100
CTB,09:38:12.55,23.88,100
NWSA,09:38:13.68,17.97,97
CTF,09:37:37.15,17.29,200
BCOV,09:37:49.73,13.965,100
CTG,09:36:56.88,18.82,8
TUZ,09:34:09.60,50.8392,1239
CTL,09:38:13.10,31.71,40
BCOR,09:38:11.05,28.96,119
CTP,09:30:20.18,5.7,200
CTO,09:36:49.45,36.24,2
CTR,09:36:40.95,22.02,15
ALBPP,09:32:47.00,22.98,13
TVC,09:37:28.05,20.93,100
CTQ,09:35:04.23,23.02,23
TVE,09:30:00.98,21.08,1468
CTT,09:37:32.48,13.92,3
CTS,09:37:59.00,19.72,97
CTU,09:34:57.70,21.86,386
CTX,09:33:26.65,21.95,100
MTRN,09:37:09.28,30.78,11
AFRAF,09:31:32.60,10.45,250
CTW,09:36:49.63,23.34,1
HECO,09:30:01.13,34.25,604
MTRX,09:36:49.18,24.45,9
CTY,09:36:03.30,18.96,611
GSBC,09:36:49.40,30.75,3
CUB,09:37:01.45,52.25,100
MTSC,09:37:17.35,70.575,138
THFF,09:36:49.30,36.7,3
CUI,09:34:54.60,6.26,100
CUK,09:37:41.95,40.79,100
MTSI,09:36:49.40,17.25,5
GBAB,09:30:08.50,19.66,200
CUR,09:36:07.58,2.914,500
YFRM,09:30:02.40,0.0044,10000
TWC,09:38:09.03,135.0,1
SEAS,09:37:55.48,28.735,100
NWTR,09:30:55.00,0.18,3000
CUT,09:37:50.83,25.6001,500
TWI,09:38:12.85,17.7125,100
ESPGY,09:31:38.20,3.93,12
BCRH,09:36:49.53,18.5,3
CUZ,09:38:09.85,10.25,100
TWN,09:35:05.95,18.9701,66
TWM,09:38:06.78,12.21,300
TWO,09:38:12.78,9.365,300
CVA,09:38:02.93,17.7699,19
SUBCY,09:37:52.60,18.68,1000
KNKT,09:32:50.20,0.01,2000
JKHY,09:36:50.10,58.62,100
CVD,09:36:33.10,87.26,14
NNN.PR.E,09:31:22.38,19.0,1
CVC,09:38:13.53,17.59,200
NNN.PR.D,09:36:33.13,22.09,54
CVE,09:38:12.38,28.5,100
NWUC,09:30:12.60,6.0E-4,100
TWX,09:38:13.98,69.1147,200
CVG,09:36:26.08,20.87,57
CVI,09:38:06.58,42.74,100
BIR.PR.A,09:30:27.60,26.71,873
CVM,09:36:46.48,0.5998,2100
CVO,09:37:21.08,3.41,100
GSAT,09:38:08.80,1.73,10000
CVR,09:37:16.05,34.0899,100
CVT,09:36:49.28,36.73,4
CVS,09:38:13.10,70.77,300
CVV,09:30:16.20,14.53,20
CVU,09:30:00.85,14.78,100
CVX,09:38:12.25,124.2299,32
TXI,09:37:51.45,66.45,800
CVY,09:36:47.38,24.65,39
SVFC,09:34:55.40,0.0029,84000
HEES,09:36:48.58,29.68,16
ZIXI,09:36:27.65,4.54,67
TXN,09:38:13.73,43.295,100
RSCO,09:36:24.88,81.96,14
BCSB,09:30:00.63,25.99,100
CWB,09:38:12.55,46.76,100
TXT,09:38:07.55,36.6,100
CWI,09:33:49.08,35.129,300
CWH,09:37:52.90,23.21,100
SEED,09:36:54.25,1.28,500
BCRX,09:38:08.25,7.56,41
MTUM,09:31:59.38,59.82,5
SEEK,09:37:26.60,0.0035,10000
TYC,09:37:56.55,41.0,100
CWT,09:38:03.78,22.93,12
HEDJ,09:38:10.63,55.24,1
TYG,09:36:11.83,47.28,200
UOVEY,09:30:08.80,33.26,59
MTSL,09:30:00.63,2.6,20
MTSN,09:37:41.08,2.705,100
TYL,09:37:23.25,101.51,55
TYN,09:36:33.53,27.59,96
MCRI,09:36:49.45,20.2,4
THGA,09:30:01.38,20.76,90
TYO,09:36:47.53,25.7803,50
CXA,09:35:33.58,21.98,7
CXE,09:37:06.85,4.48,100
CXH,09:31:19.40,8.52,100
MCRS,09:38:05.43,57.01,100
MCRL,09:37:47.45,9.76,50
TYY,09:37:36.05,32.35,100
BDVSY,09:30:38.00,51.3,18
CXM,09:36:56.50,0.752,8200
BTUI,09:30:00.60,3.04,500
TZA,09:38:12.53,17.3759,800
CXP,09:38:04.35,24.76,100
CXO,09:38:00.08,105.59,80
TZE,09:30:09.18,37.57,100
TZD,09:30:11.13,35.231,200
TZG,09:30:08.70,39.21,50
TZI,09:30:00.68,40.54,247
ALSMY,09:36:11.40,3.5,557
CXW,09:38:11.08,31.91,100
TZL,09:30:00.68,41.54,540
TZO,09:30:09.23,42.34,82
CYB,09:34:17.20,25.48,3
CYD,09:35:15.78,20.73,632
TZW,09:30:00.68,33.77,1341
TZV,09:34:24.60,43.15,100
TZY,09:36:56.58,34.06,200
SEGI,09:30:02.33,5.0E-4,250000
ALBKY,09:38:12.80,0.25,10000
CYH,09:38:08.90,39.21,100
CYN,09:38:05.85,78.5,100
CYS,09:38:09.15,7.45,100
CYT,09:37:53.20,92.73,100
GBCI,09:36:32.13,29.65,40
VNOD,09:35:01.10,25.91,1
KNOP,09:36:19.20,27.56,35
CZA,09:35:39.03,45.23,100
SEFE,09:30:00.00,0.007,4999
CZR,09:38:12.13,21.5901,200
GBDC,09:37:44.88,18.99,100
RBCN,09:38:00.53,9.94,100
CZZ,09:38:12.40,13.42,100
XTXI,09:37:58.13,35.78,100
LEN.B,09:30:08.50,33.42,350
EMBB,09:30:01.33,60.4,401
SEIC,09:38:14.03,34.39,99
THLD,09:38:12.23,4.6799,125
AQUM,09:32:49.00,1.0E-4,100
EMBR,09:30:11.80,0.15,3000
GBGD,09:30:16.00,0.116,1000
PMBC,09:35:47.13,6.27,1
BKJAY,09:30:10.00,22.45,25
PNPFF,09:32:58.00,0.309,1000
GBEN,09:30:14.40,0.0025,50000
ALBMP,09:31:16.60,26.25,2
DEMBF,09:33:02.00,15.37,175
VNQI,09:36:13.50,54.2099,6
MZDAF,09:30:04.40,5.12,200
PMCM,09:31:31.00,3.0E-4,1586666
BCYP,09:37:31.60,0.138,20000
PMCS,09:38:03.73,6.35,100
GS.PR.J,09:31:53.75,22.34,1050
GSJK,09:30:00.45,20.13,449
EMDI,09:30:00.28,56.32,20
VNO.PR.L,09:33:02.65,18.8979,253
VNO.PR.K,09:31:58.75,19.89,99
VNTV,09:38:11.98,32.43,200
VNO.PR.J,09:33:03.60,24.24,179
VNO.PR.I,09:33:01.15,23.1,40
VNO.PR.G,09:35:21.60,23.18,700
HELE,09:37:12.75,49.22,17
SVMI,09:35:47.40,0.0025,45000
TYPE,09:37:46.85,31.8,21
TLSNY,09:30:03.00,16.36,133
EMCB,09:38:09.68,74.72,100
EMCD,09:36:02.93,28.9601,1
EMCF,09:30:00.30,24.97,200
GSIG,09:37:24.28,11.25,17
PMBS,09:30:41.20,0.0019,108000
EMCG,09:30:00.70,24.52,630
EMCI,09:37:51.85,29.9601,13
TI.A,09:36:10.60,7.6,196
DSEEY,09:36:25.60,10.0,1000
GS.PR.D,09:37:15.50,18.33,74
GS.PR.B,09:37:21.95,22.51,100
GS.PR.C,09:32:25.00,18.8,82
GS.PR.I,09:36:32.45,21.33,101
GSIT,09:37:27.08,6.62,11
GS.PR.A,09:37:17.30,18.0,400
SVLC,09:38:02.20,1.7499,100
UAM,09:38:04.65,7.25,100
UAL,09:38:06.90,37.93,100
HEMP,09:38:11.40,0.025,2500
UAN,09:38:07.30,16.5,50
RBIZ,09:37:18.80,1.2,5000
SEMG,09:38:10.95,64.24,100
GBRRF,09:30:05.20,0.74,2400
RYDBF,09:30:44.00,37.2,463
EMFM,09:30:01.33,24.31,163
EMFN,09:30:04.05,24.22,20
DJCO,09:30:00.48,189.7,3
HENC,09:30:12.60,0.3,1000
UBA,09:37:53.30,18.4,14
EMFT,09:30:01.33,47.84,211
UBC,09:30:09.68,21.38,80
PMFG,09:36:49.53,9.12,7
UBP,09:30:02.18,15.7,2
UBR,09:37:17.30,42.77,3
UBT,09:36:54.05,50.62,12000
UBS,09:37:59.10,18.83,50
DAC,09:30:00.28,4.84,200
LGSXY,09:36:19.20,9.24,100
SELF,09:30:02.40,3.55,38
LNGLF,09:30:12.40,0.28,900
DAL,09:38:13.43,27.565,100
RYDAF,09:37:37.40,35.37,330
THOR,09:38:03.73,36.14,100
DAN,09:37:57.88,19.35,300
JSAIY,09:30:03.20,24.38,150
DAR,09:38:13.93,20.74,100
UCC,09:30:00.68,77.02,6
EMES,09:38:02.18,44.5501,100
FRFHF,09:36:14.40,400.5,40
UCI,09:30:00.68,20.42,164
EMEY,09:30:00.45,37.24,1
UCO,09:38:13.40,31.05,600
THRD,09:30:00.23,28.2,300
DBA,09:37:59.90,24.19,100
UCP,09:36:49.58,14.63,3
DBC,09:37:57.65,25.52,100
DBB,09:34:46.30,16.83,50
DBE,09:38:06.43,28.9,100
DBD,09:37:54.95,32.771,100
THRM,09:36:59.55,26.6,131
THRK,09:30:08.50,139.12,43
DBL,09:30:10.65,22.32,175
DBO,09:37:35.83,27.29,100
DBP,09:33:33.15,40.03,600
DBS,09:32:26.13,33.46,100
DBU,09:37:43.28,18.07,577
HEPI,09:30:13.60,0.418,500
TYTN,09:33:42.00,0.0018,4333
DBV,09:34:10.88,25.4,1
THRX,09:37:57.50,35.86,336
UDN,09:30:56.98,26.9,200
UDR,09:38:13.40,23.31,100
STPFQ,09:36:03.60,0.558,5000
DCA,09:37:27.73,4.01,100
CESDF,09:37:19.20,21.7364,100
